date,txVolume(USD),txCount,marketcap(USD),price(USD),exchangeVolume(USD),generatedCoins,fees
16-08-2017,0,3291,728672000,48.78,12423400,4583.65983,132.0927104
17-08-2017,0,2901,729528000,47.45,11176000,4839.228412,127.4158921
18-08-2017,0,3063,708081000,46.69,14517200,4900.593017,116.9119866
19-08-2017,0,2718,702398000,55.96,27038800,4808.658942,93.45837616
20-08-2017,0,3493,834239000,54.71,15702600,4558.320618,139.3579988
21-08-2017,0,2663,817490000,77.82,238775000,4937.39073,67.17044
22-08-2017,0,7050,1166240000,91.16,150286000,4617.973963,223.9657219
23-08-2017,0,7532,1360920000,90.33,84961900,5093.315077,246.3351407
24-08-2017,0,5938,1351030000,86.29,70187100,4757.157799,214.1979857
25-08-2017,0,4803,1293030000,108.26,95835700,4634.323449,228.4748241
26-08-2017,0,6195,1606920000,138.05,301843000,4916.733068,214.400027
27-08-2017,0,8933,2057550000,130.68,92742200,5514.647979,237.6781918
28-08-2017,0,7664,1961250000,145.4,216036000,4660.093661,168.6161012
29-08-2017,0,8139,2163850000,133.03,104869000,4704.409408,246.317336
30-08-2017,0,8014,2008790000,132.38,106543000,4907.580912,236.2149887
31-08-2017,0,6472,1980860000,140.41,131974000,4230.201904,160.42031
01-09-2017,0,5446,2112260000,141.2,163961000,4914.247232,108.5247734
02-09-2017,0,5571,2123430000,124.8,128849000,4912.929442,112.6660592
03-09-2017,0,4687,1877380000,126.01,92631100,4684.192212,101.3779702
04-09-2017,0,4486,1897480000,106.17,89194700,4529.133928,90.12687029
05-09-2017,0,5084,1605070000,118.82,113378000,4643.91893,121.2485354
06-09-2017,0,5099,1786650000,121.63,64604400,4788.104554,122.3891187
07-09-2017,0,5296,1826360000,120.84,62655700,4572.111479,134.2140774
08-09-2017,0,4386,1810210000,118.04,159066000,4879.395859,98.15513185
09-09-2017,0,4468,1779350000,116.27,39220400,4806.473025,106.0318503
10-09-2017,0,3521,1741490000,112.33,50725200,4575.514639,71.97885098
11-09-2017,0,3607,1702970000,112.75,30605900,4548.06676,89.52123577
12-09-2017,0,3701,1698640000,111.89,40402700,4718.085085,73.6175951
13-09-2017,0,3848,1685390000,111.33,88162900,4717.605699,70.01356966
14-09-2017,0,4408,1678110000,83.04,133553000,4396.261072,85.35229085
15-09-2017,0,5377,1253940000,99.85,176154000,4960.224168,111.8179041
16-09-2017,0,4900,1510430000,95.29,71163500,4471.330734,107.313062
17-09-2017,0,3028,1433270000,93.74,41008200,4545.506529,61.590688
18-09-2017,0,3948,1416250000,100.57,63732100,4596.828906,78.906847
19-09-2017,0,4680,1522630000,97.72,48249700,4315.980194,99.439636
20-09-2017,0,4366,1474840000,95.57,34198900,4782.087205,84.924365
21-09-2017,0,3858,1439880000,86.24,34290500,4641.76865,69.772662
22-09-2017,0,3931,1301560000,88.17,28179100,4584.417522,70.523565
23-09-2017,0,3831,1329730000,91.85,26372900,4616.064779,79.867739
24-09-2017,0,3704,1387760000,89.5,22224000,4431.798274,80.202656
25-09-2017,0,3467,1352120000,93.64,28114300,4704.69878,67.980798
26-09-2017,0,4169,1419730000,93.13,32540800,4470.560427,86.280792
27-09-2017,0,4271,1404030000,101.04,51634900,4615.848956,100.494578
28-09-2017,0,4947,1528970000,97.23,41822000,4439.08344,118.870966
29-09-2017,0,4562,1473750000,94.5,38972400,4697.702803,92.639967
30-09-2017,0,4220,1430900000,95.76,28498000,4515.300264,87.221548
01-10-2017,0,3616,1448800000,93.22,25936500,4364.449952,87.071208
02-10-2017,0,3678,1418400000,91.54,27534700,4515.665114,84.175063
